,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,dominant_topic
6383,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.48,0.0,0.0,0.04,0.0,0.0,0.0,0.11,0.0,0.0,0.04,0.0,0.28,7
6384,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.18,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6385,0.08,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.32,19
6386,0.06,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.36,0.0,0.0,0.0,0.0,0.22,0.1,0.0,0.0,0.0,0.0,0.03,8
6387,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.05,0.0,0.0,0.03,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6388,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.03,0.0,0.49,19
6389,0.0,0.26,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.0,0.0,0.0,0.0,0.0,0.51,0.0,18
6390,0.01,0.15,0.06,0.0,0.0,0.72,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.08,0.0,0.02,0.02,0.0,0.31,0.03,0.01,9
6392,0.59,0.0,0.08,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.02,0.0,0.0,0.0,0.0,0
6393,0.2,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6394,0.0,0.0,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.4,0.01,0.0,0.0,0.03,0.49,0.0,0.0,0.0,0.0,15
6395,0.13,0.0,0.0,0.0,0.0,0.0,0.52,0.06,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,6
6396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.42,0.0,0.13,17
6397,0.23,0.0,0.09,0.0,0.0,0.0,0.1,0.05,0.04,0.0,0.0,0.01,0.0,0.4,0.0,0.02,0.06,0.0,0.0,0.0,13
6398,0.0,0.74,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.0,0.0,1
6399,0.21,0.0,0.0,0.0,0.0,0.18,0.1,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.1,0
6400,0.11,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,2
6401,0.05,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.54,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.08,0.04,8
6402,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.04,0.54,0.0,0.0,0.0,0.04,0.32,0.0,0.0,0.0,11
6403,0.0,0.01,0.01,0.0,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.83,0.0,0.0,17
6404,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.46,0.0,0.28,0.19,0.0,0.0,0.0,13
6405,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.02,0.0,0.0,0.0,0.05,7
6406,0.54,0.0,0.0,0.0,0.0,0.34,0.05,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6407,0.0,0.0,0.0,0.11,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.49,19
6408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,16
6409,0.0,0.53,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.31,0.0,1
6410,0.0,0.0,0.11,0.43,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,3
6411,0.29,0.0,0.0,0.0,0.0,0.45,0.23,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
6412,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7
6413,0.17,0.0,0.07,0.0,0.0,0.0,0.35,0.22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.14,6
6414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.67,0.17,0.0,17
6415,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,7
6416,0.42,0.0,0.0,0.05,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0
6417,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.38,0.2,0.07,0.11,0.11,0.0,0.0,0.07,12
6418,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.31,9
6419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.3,0.0,0.0,0.15,0.0,0.21,0.0,0.0,0.06,0.0,10
6420,0.04,0.0,0.0,0.21,0.0,0.11,0.01,0.0,0.23,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.31,19
6421,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,16
6422,0.0,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.0,0.0,0.08,0.0,0.7,0.02,0.0,0.0,0.0,0.0,14
6423,0.06,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.09,0.08,0.0,0.0,0.0,0.0,0.39,0.0,0.02,0.0,0.0,15
6424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6425,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.18,0.0,0.0,0.0,0.0,0.06,0.0,12
6426,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,11
6427,0.0,0.24,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.17,0.0,0.4,0.0,0.0,0.06,0.03,0.0,0.0,0.03,12
6428,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.84,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6429,0.19,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.2,0.04,0.11,8
6430,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.64,0.0,0.17,0.0,0.0,0.0,0.0,13
6431,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.05,0.42,0.0,0.0,0.0,0.1,0.0,0.06,0.0,0.0,0.11,0.09,0.0,8
6432,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.21,0.0,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.52,0.03,0.11,17
6433,0.0,0.0,0.13,0.47,0.0,0.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,3
6434,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.01,0.76,0.0,0.0,0.0,0.0,0.0,0.08,13
6435,0.0,0.06,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.53,0.0,0.25,0.0,0.0,0.0,0.0,0.07,12
6436,0.0,0.0,0.01,0.64,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3
6437,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.05,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,11
6438,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,7
6439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.11,0.06,0.0,0.13,0.04,0.0,0.08,0.0,0.0,0.0,0.04,8
6440,0.0,0.0,0.0,0.02,0.0,0.67,0.0,0.17,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5
6441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.31,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.0,0.0,0.0,0.12,14
6442,0.0,0.87,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6443,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,11
6444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.01,10
6445,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.44,0.12,0.0,0.01,0.07,0.0,0.26,0.02,12
6447,0.0,0.26,0.0,0.0,0.0,0.02,0.05,0.0,0.26,0.04,0.07,0.0,0.18,0.0,0.0,0.08,0.0,0.01,0.04,0.0,1
6448,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.57,0.0,0.0,0.0,0.0,0.07,0.0,13
6449,0.0,0.0,0.05,0.29,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.21,17
6450,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.79,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
6451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.12,0.0,0.62,0.0,0.01,0.03,0.0,0.03,14
6452,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.02,0.78,0.01,18
6453,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,18
6454,0.0,0.0,0.46,0.29,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,2
6455,0.0,0.29,0.41,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.0,0.0,0.0,0.0,0.0,2
6456,0.0,0.0,0.1,0.59,0.0,0.0,0.0,0.08,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6457,0.0,0.0,0.01,0.0,0.0,0.0,0.52,0.0,0.0,0.4,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
6458,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.24,0.11,8
6459,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.27,0.0,0.04,0.0,0.0,0.05,0.2,0.0,0.0,0.01,0.0,0.02,0.16,7
6460,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.83,0.0,0.0,0.0,16
6461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.0,0.0,0.0,0.47,0.38,0.0,0.0,0.0,15
6462,0.01,0.08,0.0,0.0,0.0,0.0,0.11,0.0,0.39,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.35,0.0,0.0,8
6463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.16,0.0,0.01,0.02,0.0,0.0,0.0,10
6464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.5,0.26,0.14,17
6465,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.28,0.03,0.0,0.0,0.0,0.0,0.37,0.0,0.07,0.0,0.0,0.0,0.11,13
6466,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,16
6467,0.14,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,11
6468,0.0,0.02,0.01,0.0,0.0,0.03,0.04,0.0,0.34,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.24,0.0,0.22,8
6469,0.11,0.0,0.0,0.29,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
6470,0.01,0.0,0.0,0.19,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.11,0.03,0.57,19
6471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.05,0.0,0.24,0.14,0.07,0.0,0.0,0.19,10
6472,0.0,0.0,0.26,0.06,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.01,0.23,0.0,0.07,0.0,0.0,0.0,0.06,7
6473,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7
6474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6475,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03,15
6476,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.0,0.02,0.0,0.0,7
6477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,16
6478,0.1,0.0,0.06,0.0,0.0,0.1,0.0,0.22,0.0,0.0,0.0,0.0,0.02,0.28,0.0,0.0,0.02,0.14,0.03,0.04,13
6479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,16
6480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.34,0.31,0.0,17
6481,0.0,0.11,0.0,0.0,0.0,0.0,0.19,0.0,0.4,0.0,0.12,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,8
6482,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.73,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,11
6483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,0.0,0.01,0.0,0.0,0.0,10
6484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,7
6485,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
6486,0.14,0.0,0.0,0.0,0.0,0.11,0.41,0.0,0.23,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.07,6
6487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
6488,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.0,0.49,0.0,18
6489,0.27,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.22,0.0,0.0,0.0,0.03,0.02,0.0,0.18,0.12,0.0,0.0,0.07,0
6490,0.17,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.0,0.0,0.01,0.22,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,16
6491,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.16,0.3,0.03,0.3,0.0,0.0,0.17,0.0,13
6492,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.57,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.1,8
6493,0.0,0.4,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,1
6494,0.0,0.0,0.11,0.01,0.0,0.09,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.33,19
6495,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,17
6496,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.27,0.0,1
6497,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.19,0.01,9
6498,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2
6499,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.09,0.01,0.62,19
6500,0.0,0.0,0.17,0.23,0.0,0.1,0.01,0.03,0.0,0.01,0.0,0.17,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.25,19
6501,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.04,0.0,0.55,0.0,0.0,0.0,0.28,0.09,0.0,0.0,0.0,11
6502,0.06,0.0,0.69,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.06,2
6503,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.48,0.0,18
6504,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.3,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,11
6505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
6506,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.27,0.0,0.01,0.0,0.37,0.0,0.0,0.0,0.11,15
6507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.94,0.0,0.01,0.0,16
6508,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.13,0.0,0.09,0.0,0.25,0.08,0.01,0.07,0.14,15
6509,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
6510,0.0,0.27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18,0.0,0.15,0.03,0.08,0.0,0.0,0.0,0.0,0.0,1
6511,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.08,0.0,0.01,0.0,0.6,0.01,0.01,0.08,0.0,0.03,14
6512,0.0,0.12,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.09,0.16,0.0,0.01,0.0,0.0,0.0,0.0,2
6513,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.07,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.5,0.0,18
6514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.01,0.86,0.0,0.0,0.06,16
6515,0.06,0.01,0.11,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,15
6516,0.29,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.42,0.0,0.0,0.0,0.2,0.03,0.0,0.0,0.0,0.0,0.0,0.05,8
6517,0.0,0.0,0.0,0.21,0.0,0.05,0.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.41,0.0,0.0,17
6518,0.0,0.0,0.03,0.04,0.0,0.04,0.01,0.0,0.15,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.66,0.0,0.0,17
6519,0.45,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.11,0.0,0.0,0.0,0
6520,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.15,0.09,0
6521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.01,0.0,0.0,16
6522,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.39,0.02,0.23,0.0,0.22,0.02,0.01,0.0,0.02,0.06,10
6523,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,1
6524,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.01,0.08,0.03,0.0,0.02,0.0,0.02,0.58,0.01,0.0,0.0,0.1,0.0,14
6525,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.03,0.0,1
6526,0.35,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.48,0.0,0.06,0.0,0.0,0.0,0.0,13
6527,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.4,0.01,8
6528,0.0,0.0,0.0,0.04,0.0,0.0,0.6,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,6
6529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,16
6530,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.04,0.0,0.0,0.35,0.0,0.4,0.03,0.0,0.0,0.0,15
6531,0.0,0.11,0.08,0.05,0.0,0.02,0.0,0.0,0.42,0.07,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.04,0.13,0.0,8
6532,0.05,0.0,0.05,0.0,0.0,0.0,0.79,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,6
6533,0.16,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.46,19
6534,0.13,0.0,0.66,0.04,0.0,0.0,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.07,0.01,0.0,0.0,0.0,2
6535,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.36,0.01,0.0,0.0,0.0,0.0,0.08,0.0,12
6536,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,7
6537,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,12
6538,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.18,0.0,0.28,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,11
6539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.81,0.0,0.0,0.0,0.07,0.0,0.05,0.0,0.0,0.0,10
6540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,16
6541,0.0,0.0,0.0,0.26,0.0,0.0,0.6,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6
6542,0.51,0.03,0.1,0.0,0.0,0.04,0.21,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0
6543,0.0,0.0,0.0,0.12,0.0,0.09,0.0,0.0,0.19,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,17
6544,0.0,0.04,0.02,0.01,0.0,0.02,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.01,0.04,0.0,0.0,0.76,0.0,0.0,17
6545,0.0,0.27,0.01,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.03,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
