,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,dominant_topic
3906,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.1,0.07,0.08,0.0,0.06,0.09,0.0,0.0,0.0,0.29,0.09,18
3907,0.0,0.0,0.04,0.0,0.04,0.0,0.07,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,19
3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.34,0.06,0.07,0.02,0.32,0.0,0.0,0.0,0.0,0.17,10
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.09,0.0,0.59,0.07,0.0,0.01,0.0,15
3910,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.47,0.0,0.46,0.0,0.0,0.0,0.0,13
3911,0.0,0.1,0.0,0.06,0.0,0.35,0.04,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.37,0.0,0.0,17
3912,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.14,0.0,17
3913,0.5,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0
3914,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.04,0.0,0.01,0.01,0.53,0.04,0.0,0.12,0.0,0.0,14
3915,0.0,0.0,0.0,0.17,0.0,0.01,0.0,0.05,0.0,0.0,0.26,0.0,0.05,0.21,0.0,0.0,0.02,0.13,0.07,0.02,10
3916,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.47,0.0,0.0,17
3917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.03,0.04,0.0,0.11,0.45,0.02,0.0,0.01,0.0,0.03,0.0,13
3918,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,11
3919,0.08,0.0,0.0,0.0,0.0,0.01,0.02,0.24,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.01,0.43,19
3920,0.22,0.03,0.0,0.31,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5
3921,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.49,0.0,0.0,0.0,0.01,0.2,0.0,0.0,0.01,0.05,0.21,0.02,8
3922,0.0,0.0,0.0,0.09,0.0,0.0,0.13,0.75,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,7
3923,0.0,0.27,0.08,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.05,0.04,0.14,0.0,0.0,0.0,0.09,0.0,8
3924,0.11,0.13,0.0,0.0,0.0,0.0,0.07,0.0,0.26,0.0,0.02,0.0,0.0,0.0,0.4,0.01,0.0,0.0,0.0,0.0,14
3925,0.3,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.0,0.01,0.0,0.03,0.0,0.0,0.07,0.14,0.02,0.01,0.0,0.27,0
3926,0.0,0.08,0.0,0.01,0.0,0.62,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,5
3927,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.13,0.35,0.0,18
3928,0.03,0.0,0.0,0.0,0.0,0.01,0.13,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.63,0.04,18
3929,0.05,0.81,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,1
3930,0.0,0.0,0.09,0.0,0.0,0.04,0.0,0.76,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7
3931,0.0,0.0,0.0,0.03,0.0,0.0,0.33,0.5,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
3932,0.0,0.01,0.0,0.0,0.0,0.02,0.07,0.01,0.2,0.0,0.01,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.08,14
3933,0.0,0.19,0.04,0.15,0.0,0.08,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.31,0.1,0.0,0.0,0.06,0.0,0.0,13
3934,0.0,0.0,0.08,0.4,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.22,3
3935,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.28,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.07,0.0,1
3936,0.0,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.13,0.37,0.0,0.0,0.0,0.0,0.0,14
3937,0.0,0.0,0.04,0.61,0.0,0.02,0.09,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.05,3
3938,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3939,0.0,0.0,0.7,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,2
3940,0.01,0.12,0.0,0.01,0.0,0.06,0.0,0.03,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.26,0.0,17
3941,0.01,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.43,0.0,0.0,0.02,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.34,8
3942,0.0,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.41,0.0,1
3943,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.38,0.0,0.03,0.02,0.0,0.01,0.05,0.0,9
3944,0.0,0.0,0.07,0.47,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,3
3945,0.0,0.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.13,0.0,1
3946,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.58,0.0,0.07,0.0,0.0,0.09,0.0,0.0,0.24,11
3947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.91,0.0,18
3948,0.19,0.0,0.0,0.0,0.01,0.0,0.0,0.29,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.03,16
3949,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.23,0.05,0.0,0.0,0.0,0.01,0.0,0.0,8
3950,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.38,0.0,0.0,0.03,0.0,0.0,0.33,0.01,0.0,0.0,0.0,0.23,8
3951,0.47,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.27,0.06,0.16,0
3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,11
3953,0.0,0.02,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.12,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
3954,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.08,0.03,0.0,0.02,0.0,0.0,0.01,0.37,0.0,0.0,0.0,0.0,0.31,14
3955,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.23,0.1,0.0,16
3956,0.0,0.0,0.0,0.57,0.0,0.33,0.0,0.04,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3
3957,0.0,0.0,0.17,0.02,0.0,0.02,0.0,0.51,0.0,0.0,0.05,0.0,0.0,0.14,0.0,0.02,0.0,0.0,0.0,0.06,7
3958,0.0,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.32,0.39,0.0,0.0,0.0,0.0,0.0,0.0,13
3959,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.47,0.0,0.0,0.01,0.16,0.11,0.0,0.07,0.16,0.01,0.0,0.0,8
3960,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.12,0.67,0.0,0.0,0.0,0.0,0.03,0.0,13
3961,0.0,0.0,0.0,0.19,0.0,0.14,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.14,0.13,0.0,9
3962,0.05,0.0,0.25,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.49,0.0,0.0,0.0,0.11,15
3963,0.07,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,13
3964,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,7
3965,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,2
3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.41,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,13
3967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,11
3968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.02,0.51,0.0,0.0,0.0,0.0,0.22,14
3969,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.27,0.01,0.15,0.0,0.0,0.0,0.03,13
3970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10
3971,0.0,0.46,0.0,0.0,0.0,0.01,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.22,0.0,1
3972,0.01,0.0,0.0,0.0,0.0,0.26,0.0,0.23,0.0,0.0,0.11,0.0,0.0,0.07,0.0,0.12,0.16,0.0,0.0,0.05,5
3973,0.0,0.0,0.0,0.08,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.13,0.12,0.0,0.3,0.0,0.01,0.0,0.02,0.21,14
3974,0.17,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.11,0.0,0.14,0.0,0.0,0.01,0.0,0.07,0.0,0.19,0.28,0.0,18
3975,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.59,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,7
3976,0.04,0.0,0.06,0.1,0.0,0.24,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.04,0.0,0.07,0.0,0.01,0.3,0.0,18
3977,0.6,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.04,0.0,0.0,0
3978,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.41,0.0,18
3979,0.0,0.0,0.0,0.02,0.0,0.03,0.01,0.1,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3980,0.0,0.0,0.0,0.7,0.02,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.05,3
3981,0.0,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.0,11
3982,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.47,0.5,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,9
3983,0.0,0.0,0.0,0.2,0.02,0.43,0.0,0.19,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,5
3984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,16
3985,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
3986,0.18,0.0,0.0,0.0,0.0,0.05,0.01,0.35,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.34,7
3987,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.38,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.49,0.0,18
3988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.03,0.07,0.0,0.01,0.04,0.11,10
3989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.01,0.02,0.0,0.12,0.0,0.0,0.0,0.0,0.0,10
3990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.01,0.0,0.0,0.0,0.69,0.0,18
3991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
3992,0.0,0.0,0.0,0.83,0.0,0.05,0.01,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,3
3993,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.65,0.01,0.13,17
3994,0.0,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.02,0.02,0.0,0.68,0.01,0.0,0.01,0.01,0.01,14
3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.02,0.0,0.15,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.02,16
3996,0.0,0.0,0.0,0.0,0.0,0.33,0.4,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6
3997,0.3,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.01,0.26,0.0,0.15,0.0,0.0,0.0,0.0,0
3998,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.13,17
3999,0.0,0.34,0.03,0.0,0.0,0.0,0.0,0.0,0.11,0.43,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,9
4000,0.01,0.0,0.04,0.15,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.33,0.0,0.34,19
4001,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.14,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.45,0.0,0.29,17
4002,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.01,0.5,0.04,0.02,0.0,0.0,0.04,0.07,0.0,0.0,0.12,0.12,0.02,8
4003,0.0,0.07,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2
4004,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.24,0.0,1
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.55,0.0,18
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.34,0.0,0.12,0.0,0.31,0.0,0.03,0.0,0.0,11
4007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.16,0.53,0.02,0.23,0.0,0.03,0.0,0.0,13
4008,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.01,0.01,0.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.15,10
4009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.18,0.18,8
4010,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.69,0.0,0.08,0.0,0.0,0.0,0.05,13
4011,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.52,19
4012,0.0,0.0,0.31,0.06,0.0,0.06,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.31,2
4013,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.03,0.02,0.01,0.0,0.0,0.0,0.56,0.0,18
4014,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.91,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,11
4015,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.28,0.15,9
4016,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.43,0.02,0.14,0.15,0.21,15
4017,0.0,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.52,0.0,18
4018,0.0,0.0,0.55,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2
4019,0.0,0.24,0.0,0.0,0.0,0.11,0.06,0.0,0.0,0.19,0.1,0.0,0.23,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1
4020,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.04,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.51,0.0,0.0,0.0,16
4021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,16
4022,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.05,0.0,0.0,0.14,0.67,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11
4023,0.0,0.0,0.06,0.0,0.0,0.15,0.73,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
4024,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.16,0.0,0.03,0.0,0.0,0.39,0.0,0.0,0.36,0.02,0.01,14
4025,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.24,0.0,8
4026,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.03,0.29,0.0,0.03,0.0,0.18,0.06,0.01,0.01,0.0,0.0,0.0,0.0,1
4027,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.71,0.0,0.13,0.0,0.0,0.0,0.0,13
4028,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.05,0.0,0.0,0.14,0.01,0.16,0.0,0.0,0.0,0.0,0.0,8
4029,0.0,0.0,0.0,0.08,0.0,0.16,0.04,0.17,0.0,0.08,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.8,0.0,0.0,0.03,16
4031,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.49,0.0,0.0,0.17,16
4032,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,11
4033,0.0,0.0,0.59,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.22,0.0,0.0,0.02,0.02,2
4034,0.02,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.0,0.0,0.0,16
4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.66,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,11
4036,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.02,18
4037,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.06,0.0,0.37,0.0,0.01,0.1,0.08,0.21,14
4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.04,0.05,0.01,0.52,0.0,0.1,0.0,0.0,0.0,0.08,13
4039,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.1,0.57,0.08,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9
4040,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.59,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,9
4041,0.0,0.0,0.0,0.02,0.04,0.0,0.0,0.37,0.0,0.0,0.0,0.49,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,11
4042,0.28,0.0,0.0,0.27,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04,0.01,0
4043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.69,0.0,0.0,0.02,0.06,0.21,14
4044,0.0,0.0,0.15,0.28,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
4045,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.0,0.0,0.05,0.0,0.06,0.03,0.0,0.43,0.0,18
4046,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,16
4047,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.15,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.15,11
4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,10
4049,0.0,0.0,0.05,0.35,0.0,0.09,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,0.0,3
4050,0.06,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,13
4051,0.0,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,18
4052,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.44,0.17,0.32,17
4053,0.0,0.0,0.01,0.0,0.0,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.09,17
4054,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.7,0.03,18
4055,0.0,0.49,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.08,0.0,0.0,0.09,0.0,0.01,0.18,0.0,0.06,0.0,1
4056,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.12,0.02,0.01,8
4057,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,17
4058,0.08,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5
4059,0.0,0.0,0.0,0.07,0.0,0.13,0.0,0.0,0.0,0.02,0.14,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
4060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.07,0.47,0.0,0.0,0.0,0.0,0.06,0.0,13
4061,0.0,0.13,0.0,0.08,0.0,0.0,0.0,0.01,0.3,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,8
4062,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.04,0.03,0.6,0.09,0.0,0.06,0.01,0.0,0.0,0.0,0.03,0.0,10
4063,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.02,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.02,11
4064,0.0,0.21,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.08,0.0,0.0,0.0,0.26,0.29,0.0,18
4065,0.0,0.0,0.04,0.37,0.01,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04,0.19,0.0,0.06,0.0,0.16,0.01,0.06,3
4066,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,1
4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,17
4068,0.01,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.11,0.04,0.21,0.0,0.0,0.0,0.0,0.02,1
